"species","area","year","quarter","division","length","count","catchnumber","prop"
"hom","27",2020,4,"27.7.d",23,1014,7354111,0.1135
"hom","27",2020,4,"27.7.d",24,702,4589163,0.0708
"hom","27",2020,4,"27.7.d",25,509,3181236,0.0491
"hom","27",2020,4,"27.7.d",26,321,1778249,0.0274
"hom","27",2020,4,"27.7.d",27,159,839056,0.0129
"hom","27",2020,4,"27.7.d",28,103,555468,0.0086
"hom","27",2020,4,"27.7.d",29,62,289950,0.0045
"hom","27",2020,4,"27.7.d",30,39,130090,0.002
"hom","27",2020,4,"27.7.d",31,17,51274,8e-04
"hom","27",2020,4,"27.7.d",32,5,15,0
"hom","27",2020,4,"27.7.d",33,1,3,0
"hom","27",2020,4,"27.7.d",37,1,5262,1e-04
"hom","27",2020,4,"27.7.e",16,16,176,0.0076
"hom","27",2020,4,"27.7.e",17,6,66,0.0029
"hom","27",2020,4,"27.7.e",18,46,508,0.022
"hom","27",2020,4,"27.7.e",19,151,1669,0.0722
"hom","27",2020,4,"27.7.e",20,171,1890,0.0817
"hom","27",2020,4,"27.7.e",21,119,4438,0.1919
"hom","27",2020,4,"27.7.e",22,199,9951,0.4303
"hom","27",2020,4,"27.7.e",23,129,2852,0.1233
"hom","27",2020,4,"27.7.e",24,101,1187,0.0513
"hom","27",2020,4,"27.7.e",25,26,261,0.0113
"hom","27",2020,4,"27.7.e",26,13,130,0.0056
"hom","27",2020,4,"27.7.f",16,2,7679,0.0011
"hom","27",2020,4,"27.7.f",17,4,15358,0.0022
"hom","27",2020,4,"27.7.f",18,32,112248,0.0164
"hom","27",2020,4,"27.7.f",19,129,421407,0.0615
"hom","27",2020,4,"27.7.f",20,417,1108727,0.1619
"hom","27",2020,4,"27.7.f",21,412,1128624,0.1648
"hom","27",2020,4,"27.7.f",22,314,1112034,0.1624
"hom","27",2020,4,"27.7.f",23,269,1274033,0.1861
"hom","27",2020,4,"27.7.f",24,145,869320,0.127
"hom","27",2020,4,"27.7.f",25,68,403924,0.059
"hom","27",2020,4,"27.7.f",26,33,216772,0.0317
"hom","27",2020,4,"27.7.f",27,9,75843,0.0111
"hom","27",2020,4,"27.7.f",28,9,43847,0.0064
"hom","27",2020,4,"27.7.f",29,4,23719,0.0035
"hom","27",2020,4,"27.7.f",30,3,22168,0.0032
"hom","27",2020,4,"27.7.f",37,1,11310,0.0017
"hom","27",2020,4,"27.7.g",16,2,3296,1e-04
"hom","27",2020,4,"27.7.g",17,2,10536,3e-04
"hom","27",2020,4,"27.7.g",18,30,96791,0.0031
"hom","27",2020,4,"27.7.g",19,320,1282136,0.0415
"hom","27",2020,4,"27.7.g",20,664,4556163,0.1476
"hom","27",2020,4,"27.7.g",21,658,4719861,0.1529
"hom","27",2020,4,"27.7.g",22,654,4766663,0.1544
"hom","27",2020,4,"27.7.g",23,430,3847332,0.1246
"hom","27",2020,4,"27.7.g",24,292,5934824,0.1922
"hom","27",2020,4,"27.7.g",25,118,3313041,0.1073
"hom","27",2020,4,"27.7.g",26,30,503219,0.0163
"hom","27",2020,4,"27.7.g",27,16,531068,0.0172
"hom","27",2020,4,"27.7.g",28,22,750048,0.0243
"hom","27",2020,4,"27.7.g",29,4,245869,0.008
"hom","27",2020,4,"27.7.g",30,8,302314,0.0098
"hom","27",2020,4,"27.7.g",31,2,6269,2e-04
"hom","27",2020,4,"27.7.g",32,2,4267,1e-04
"hom","27",2020,4,"27.7.j",25,2,488,0.0017
"hom","27",2020,4,"27.7.j",26,13,2116,0.0072
"hom","27",2020,4,"27.7.j",27,15,2604,0.0088
"hom","27",2020,4,"27.7.j",28,85,13838,0.0469
"hom","27",2020,4,"27.7.j",29,41,35440,0.1202
"hom","27",2020,4,"27.7.j",30,62,96551,0.3274
"hom","27",2020,4,"27.7.j",31,31,46670,0.1583
"hom","27",2020,4,"27.7.j",32,38,49225,0.1669
"hom","27",2020,4,"27.7.j",33,23,29794,0.101
"hom","27",2020,4,"27.7.j",34,13,16840,0.0571
"hom","27",2020,4,"27.7.j",35,1,1295,0.0044
"hom","27",2021,1,"27.4.c",18,2,14529,0.0063
"hom","27",2021,1,"27.4.c",19,7,54083,0.0233
"hom","27",2021,1,"27.4.c",20,30,242166,0.1044
"hom","27",2021,1,"27.4.c",21,74,581198,0.2506
"hom","27",2021,1,"27.4.c",22,75,601379,0.2593
"hom","27",2021,1,"27.4.c",23,26,206648,0.0891
"hom","27",2021,1,"27.4.c",24,27,210684,0.0908
"hom","27",2021,1,"27.4.c",25,24,185660,0.0801
"hom","27",2021,1,"27.4.c",26,17,126733,0.0546
"hom","27",2021,1,"27.4.c",27,7,52469,0.0226
"hom","27",2021,1,"27.4.c",28,3,21794,0.0094
"hom","27",2021,1,"27.4.c",29,2,14529,0.0063
"hom","27",2021,1,"27.4.c",31,1,7264,0.0031
"hom","27",2021,1,"27.6.a",25,2,1253,2e-04
"hom","27",2021,1,"27.6.a",26,8,37482,0.0058
"hom","27",2021,1,"27.6.a",27,50,237990,0.037
"hom","27",2021,1,"27.6.a",28,145,638853,0.0993
"hom","27",2021,1,"27.6.a",29,270,855384,0.1329
"hom","27",2021,1,"27.6.a",30,370,1353896,0.2104
"hom","27",2021,1,"27.6.a",31,227,796595,0.1238
"hom","27",2021,1,"27.6.a",32,182,744328,0.1157
"hom","27",2021,1,"27.6.a",33,110,529512,0.0823
"hom","27",2021,1,"27.6.a",34,108,529070,0.0822
"hom","27",2021,1,"27.6.a",35,69,354391,0.0551
"hom","27",2021,1,"27.6.a",36,38,242085,0.0376
"hom","27",2021,1,"27.6.a",37,16,83249,0.0129
"hom","27",2021,1,"27.6.a",38,5,31280,0.0049
"hom","27",2021,1,"27.7.b",22,3,11833,0.0015
"hom","27",2021,1,"27.7.b",23,8,29646,0.0037
"hom","27",2021,1,"27.7.b",24,16,46377,0.0058
"hom","27",2021,1,"27.7.b",25,34,142938,0.0179
"hom","27",2021,1,"27.7.b",26,85,304574,0.0381
"hom","27",2021,1,"27.7.b",27,210,661281,0.0828
"hom","27",2021,1,"27.7.b",28,522,1751866,0.2193
"hom","27",2021,1,"27.7.b",29,646,2171567,0.2718
"hom","27",2021,1,"27.7.b",30,381,1469151,0.1839
"hom","27",2021,1,"27.7.b",31,157,639749,0.0801
"hom","27",2021,1,"27.7.b",32,73,362938,0.0454
"hom","27",2021,1,"27.7.b",33,52,198090,0.0248
"hom","27",2021,1,"27.7.b",34,22,89463,0.0112
"hom","27",2021,1,"27.7.b",35,11,94106,0.0118
"hom","27",2021,1,"27.7.b",36,9,6095,8e-04
"hom","27",2021,1,"27.7.b",37,3,6442,8e-04
"hom","27",2021,1,"27.7.b",38,4,2906,4e-04
"hom","27",2021,1,"27.7.c",25,1,836,0.0013
"hom","27",2021,1,"27.7.c",26,1,1336,0.002
"hom","27",2021,1,"27.7.c",27,10,14733,0.0221
"hom","27",2021,1,"27.7.c",28,35,39035,0.0585
"hom","27",2021,1,"27.7.c",29,83,87428,0.1311
"hom","27",2021,1,"27.7.c",30,122,141423,0.212
"hom","27",2021,1,"27.7.c",31,93,108098,0.1621
"hom","27",2021,1,"27.7.c",32,45,46250,0.0693
"hom","27",2021,1,"27.7.c",33,29,34382,0.0515
"hom","27",2021,1,"27.7.c",34,30,37319,0.0559
"hom","27",2021,1,"27.7.c",35,30,40335,0.0605
"hom","27",2021,1,"27.7.c",36,42,56467,0.0847
"hom","27",2021,1,"27.7.c",37,27,30915,0.0463
"hom","27",2021,1,"27.7.c",38,14,19641,0.0294
"hom","27",2021,1,"27.7.c",39,8,6177,0.0093
"hom","27",2021,1,"27.7.c",40,2,2657,0.004
"hom","27",2021,1,"27.7.d",18,1,7264,0.0061
"hom","27",2021,1,"27.7.d",19,2,14529,0.0123
"hom","27",2021,1,"27.7.d",20,5,43589,0.0369
"hom","27",2021,1,"27.7.d",21,18,138034,0.1168
"hom","27",2021,1,"27.7.d",22,24,181624,0.1537
"hom","27",2021,1,"27.7.d",23,16,128348,0.1086
"hom","27",2021,1,"27.7.d",24,9,75071,0.0635
"hom","27",2021,1,"27.7.d",25,13,108974,0.0922
"hom","27",2021,1,"27.7.d",26,20,179202,0.1516
"hom","27",2021,1,"27.7.d",27,15,123504,0.1045
"hom","27",2021,1,"27.7.d",28,6,53276,0.0451
"hom","27",2021,1,"27.7.d",29,1,7264,0.0061
"hom","27",2021,1,"27.7.d",30,6,55698,0.0471
"hom","27",2021,1,"27.7.d",31,3,29059,0.0246
"hom","27",2021,1,"27.7.d",32,3,26638,0.0225
"hom","27",2021,1,"27.7.d",33,1,9686,0.0082
"hom","27",2021,1,"27.7.e",15,20,207405,0.0042
"hom","27",2021,1,"27.7.e",16,78,629006,0.0127
"hom","27",2021,1,"27.7.e",17,323,2735123,0.0551
"hom","27",2021,1,"27.7.e",18,288,2054701,0.0414
"hom","27",2021,1,"27.7.e",19,532,3520829,0.071
"hom","27",2021,1,"27.7.e",20,902,6403573,0.1291
"hom","27",2021,1,"27.7.e",21,1289,6248995,0.126
"hom","27",2021,1,"27.7.e",22,1196,5832030,0.1176
"hom","27",2021,1,"27.7.e",23,1036,4665307,0.0941
"hom","27",2021,1,"27.7.e",24,1032,4465503,0.09
"hom","27",2021,1,"27.7.e",25,782,3315368,0.0668
"hom","27",2021,1,"27.7.e",26,512,2162935,0.0436
"hom","27",2021,1,"27.7.e",27,345,1339199,0.027
"hom","27",2021,1,"27.7.e",28,385,1536038,0.031
"hom","27",2021,1,"27.7.e",29,318,1327759,0.0268
"hom","27",2021,1,"27.7.e",30,271,1207982,0.0244
"hom","27",2021,1,"27.7.e",31,230,1069293,0.0216
"hom","27",2021,1,"27.7.e",32,171,766535,0.0155
"hom","27",2021,1,"27.7.e",33,9,43962,9e-04
"hom","27",2021,1,"27.7.e",34,3,7548,2e-04
"hom","27",2021,1,"27.7.e",35,2,19168,4e-04
"hom","27",2021,1,"27.7.e",36,1,1852,0
"hom","27",2021,1,"27.7.e",37,2,23524,5e-04
"hom","27",2021,1,"27.7.e",38,2,9960,2e-04
"hom","27",2021,1,"27.7.e",40,1,2516,1e-04
"hom","27",2021,1,"27.7.e",41,1,2516,1e-04
"hom","27",2021,1,"27.7.e",42,2,3669,1e-04
"hom","27",2021,1,"27.7.f",13,1,9585,4e-04
"hom","27",2021,1,"27.7.f",14,2,2634,1e-04
"hom","27",2021,1,"27.7.f",15,10,133733,0.0055
"hom","27",2021,1,"27.7.f",16,93,942498,0.0387
"hom","27",2021,1,"27.7.f",17,284,2536853,0.1042
"hom","27",2021,1,"27.7.f",18,370,3127833,0.1285
"hom","27",2021,1,"27.7.f",19,533,3792725,0.1558
"hom","27",2021,1,"27.7.f",20,693,4713520,0.1937
"hom","27",2021,1,"27.7.f",21,463,2738410,0.1125
"hom","27",2021,1,"27.7.f",22,399,1877361,0.0771
"hom","27",2021,1,"27.7.f",23,424,1692839,0.0696
"hom","27",2021,1,"27.7.f",24,268,969222,0.0398
"hom","27",2021,1,"27.7.f",25,174,800705,0.0329
"hom","27",2021,1,"27.7.f",26,83,317810,0.0131
"hom","27",2021,1,"27.7.f",27,53,230576,0.0095
"hom","27",2021,1,"27.7.f",28,36,231823,0.0095
"hom","27",2021,1,"27.7.f",29,24,82145,0.0034
"hom","27",2021,1,"27.7.f",30,15,65170,0.0027
"hom","27",2021,1,"27.7.f",31,8,48332,0.002
"hom","27",2021,1,"27.7.f",32,1,4651,2e-04
"hom","27",2021,1,"27.7.f",33,3,18887,8e-04
"hom","27",2021,1,"27.7.f",34,1,830,0
"hom","27",2021,1,"27.7.g",15,3,13219,0.001
"hom","27",2021,1,"27.7.g",16,47,515017,0.0381
"hom","27",2021,1,"27.7.g",17,108,1122096,0.083
"hom","27",2021,1,"27.7.g",18,217,1589716,0.1175
"hom","27",2021,1,"27.7.g",19,330,2506759,0.1853
"hom","27",2021,1,"27.7.g",20,370,2887932,0.2135
"hom","27",2021,1,"27.7.g",21,287,1327407,0.0981
"hom","27",2021,1,"27.7.g",22,303,1250986,0.0925
"hom","27",2021,1,"27.7.g",23,263,1013963,0.075
"hom","27",2021,1,"27.7.g",24,173,545269,0.0403
"hom","27",2021,1,"27.7.g",25,107,369251,0.0273
"hom","27",2021,1,"27.7.g",26,44,189529,0.014
"hom","27",2021,1,"27.7.g",27,24,81843,0.0061
"hom","27",2021,1,"27.7.g",28,21,60504,0.0045
"hom","27",2021,1,"27.7.g",29,7,26140,0.0019
"hom","27",2021,1,"27.7.g",30,7,17570,0.0013
"hom","27",2021,1,"27.7.g",31,1,4363,3e-04
"hom","27",2021,1,"27.7.g",32,1,4363,3e-04
"hom","27",2021,1,"27.7.h",14,7,88423,0.0012
"hom","27",2021,1,"27.7.h",15,50,447002,0.0058
"hom","27",2021,1,"27.7.h",16,170,1328398,0.0173
"hom","27",2021,1,"27.7.h",17,451,3489836,0.0455
"hom","27",2021,1,"27.7.h",18,686,4831988,0.063
"hom","27",2021,1,"27.7.h",19,876,6580773,0.0858
"hom","27",2021,1,"27.7.h",20,1371,9627994,0.1256
"hom","27",2021,1,"27.7.h",21,1868,10517549,0.1372
"hom","27",2021,1,"27.7.h",22,1917,9837150,0.1283
"hom","27",2021,1,"27.7.h",23,1692,9057718,0.1182
"hom","27",2021,1,"27.7.h",24,1369,7036200,0.0918
"hom","27",2021,1,"27.7.h",25,1011,5414248,0.0706
"hom","27",2021,1,"27.7.h",26,634,3270963,0.0427
"hom","27",2021,1,"27.7.h",27,439,2547509,0.0332
"hom","27",2021,1,"27.7.h",28,259,1161327,0.0152
"hom","27",2021,1,"27.7.h",29,182,870112,0.0114
"hom","27",2021,1,"27.7.h",30,107,340517,0.0044
"hom","27",2021,1,"27.7.h",31,35,138875,0.0018
"hom","27",2021,1,"27.7.h",32,10,56464,7e-04
"hom","27",2021,1,"27.7.h",33,2,4650,1e-04
"hom","27",2021,1,"27.7.h",34,2,4460,1e-04
"hom","27",2021,1,"27.7.h",35,1,1492,0
"hom","27",2021,1,"27.7.h",36,1,1492,0
"hom","27",2021,1,"27.7.j",24,2,1419,3e-04
"hom","27",2021,1,"27.7.j",25,5,16632,0.004
"hom","27",2021,1,"27.7.j",26,10,44650,0.0107
"hom","27",2021,1,"27.7.j",27,55,116294,0.0279
"hom","27",2021,1,"27.7.j",28,174,369359,0.0886
"hom","27",2021,1,"27.7.j",29,467,1114277,0.2674
"hom","27",2021,1,"27.7.j",30,523,1379189,0.331
"hom","27",2021,1,"27.7.j",31,265,535655,0.1285
"hom","27",2021,1,"27.7.j",32,146,231858,0.0556
"hom","27",2021,1,"27.7.j",33,87,178661,0.0429
"hom","27",2021,1,"27.7.j",34,31,75809,0.0182
"hom","27",2021,1,"27.7.j",35,24,63950,0.0153
"hom","27",2021,1,"27.7.j",36,12,22981,0.0055
"hom","27",2021,1,"27.7.j",37,6,15916,0.0038
"hom","27",2021,1,"27.7.j",38,1,511,1e-04
"hom","27",2021,2,"27.4.c",17,2,6382,0.0116
"hom","27",2021,2,"27.4.c",18,4,12764,0.0233
"hom","27",2021,2,"27.4.c",19,22,70206,0.1279
"hom","27",2021,2,"27.4.c",21,52,165943,0.3023
"hom","27",2021,2,"27.4.c",22,40,127648,0.2326
"hom","27",2021,2,"27.4.c",23,36,114883,0.2093
"hom","27",2021,2,"27.4.c",24,4,12764,0.0233
"hom","27",2021,2,"27.4.c",25,4,12764,0.0233
"hom","27",2021,2,"27.4.c",26,8,25529,0.0465
"hom","27",2021,2,"27.8.a",29,1,1728,0.0159
"hom","27",2021,2,"27.8.a",31,4,6913,0.0635
"hom","27",2021,2,"27.8.a",32,6,10370,0.0952
"hom","27",2021,2,"27.8.a",33,3,5185,0.0476
"hom","27",2021,2,"27.8.a",34,9,15555,0.1429
"hom","27",2021,2,"27.8.a",35,15,25925,0.2381
"hom","27",2021,2,"27.8.a",36,10,17283,0.1587
"hom","27",2021,2,"27.8.a",37,4,6913,0.0635
"hom","27",2021,2,"27.8.a",38,8,13827,0.127
"hom","27",2021,2,"27.8.a",39,1,1728,0.0159
"hom","27",2021,2,"27.8.a",40,1,1728,0.0159
"hom","27",2021,2,"27.8.a",41,1,1728,0.0159
"hom","27",2021,3,"27.7.b",23,2,7505,0.0022
"hom","27",2021,3,"27.7.b",24,4,15010,0.0045
"hom","27",2021,3,"27.7.b",25,10,37490,0.0111
"hom","27",2021,3,"27.7.b",26,30,280202,0.0832
"hom","27",2021,3,"27.7.b",27,29,297607,0.0883
"hom","27",2021,3,"27.7.b",28,25,194584,0.0578
"hom","27",2021,3,"27.7.b",29,41,355431,0.1055
"hom","27",2021,3,"27.7.b",30,107,842447,0.2501
"hom","27",2021,3,"27.7.b",31,84,595271,0.1767
"hom","27",2021,3,"27.7.b",32,50,313282,0.093
"hom","27",2021,3,"27.7.b",33,25,137996,0.041
"hom","27",2021,3,"27.7.b",34,15,60222,0.0179
"hom","27",2021,3,"27.7.b",35,24,146885,0.0436
"hom","27",2021,3,"27.7.b",36,14,77872,0.0231
"hom","27",2021,3,"27.7.b",38,2,6719,0.002
"hom","27",2021,3,"27.7.j",21,1,6714,0.0018
"hom","27",2021,3,"27.7.j",22,4,21387,0.0059
"hom","27",2021,3,"27.7.j",24,8,38592,0.0106
"hom","27",2021,3,"27.7.j",25,29,157898,0.0433
"hom","27",2021,3,"27.7.j",26,52,308138,0.0845
"hom","27",2021,3,"27.7.j",27,54,285587,0.0783
"hom","27",2021,3,"27.7.j",28,67,279297,0.0766
"hom","27",2021,3,"27.7.j",29,137,636435,0.1744
"hom","27",2021,3,"27.7.j",30,195,872420,0.2391
"hom","27",2021,3,"27.7.j",31,129,443651,0.1216
"hom","27",2021,3,"27.7.j",32,75,271331,0.0744
"hom","27",2021,3,"27.7.j",33,35,118569,0.0325
"hom","27",2021,3,"27.7.j",34,22,64992,0.0178
"hom","27",2021,3,"27.7.j",35,29,104575,0.0287
"hom","27",2021,3,"27.7.j",36,8,25083,0.0069
"hom","27",2021,3,"27.7.j",37,4,6819,0.0019
"hom","27",2021,3,"27.7.j",40,1,6756,0.0019
